ID,pclass,survived,sex,age,age_b,fare
647,3,1,female,38,Adult,"31,39"
648,3,1,female,45,Adult,"7,22"
649,3,0,male,21,Adult,"7,22"
650,3,0,male,23,Adult,"7,05"
651,3,0,female,17,Adult,"14,46"
652,3,0,male,30,Adult,"7,22"
653,3,0,male,23,Adult,"7,85"
654,3,1,female,13,Child,"7,23"
655,3,0,male,20,Adult,"7,22"
656,3,0,male,32,Adult,"15,85"
657,3,1,female,33,Adult,"15,85"
658,3,1,female,"0,75",Child,"19,26"
659,3,1,female,"0,75",Child,"19,26"
660,3,1,female,5,Child,"19,26"
661,3,1,female,24,Adult,"19,26"
662,3,1,female,18,Adult,"8,05"
663,3,0,male,40,Adult,"7,22"
664,3,0,male,26,Adult,"7,90"
665,3,1,male,20,Adult,"7,23"
666,3,0,female,18,Adult,"14,45"
667,3,0,female,45,Adult,"14,45"
668,3,0,female,27,Adult,"7,88"
669,3,0,male,22,Adult,"8,05"
670,3,0,male,19,Adult,"8,05"
671,3,0,male,26,Adult,"7,78"
672,3,0,male,22,Adult,"9,35"
673,3,0,male,,Adult,"7,23"
674,3,0,male,20,Adult,"4,01"
675,3,1,male,32,Adult,"56,50"
676,3,0,male,21,Adult,"7,78"
677,3,0,male,18,Adult,"7,75"
678,3,0,male,26,Adult,"7,90"
679,3,0,male,6,Child,"15,25"
680,3,0,female,9,Child,"15,25"
681,3,0,male,,Adult,"7,22"
682,3,0,female,,Adult,"15,25"
683,3,0,female,,Adult,"7,75"
684,3,0,male,40,Adult,"15,50"
685,3,0,female,32,Adult,"15,50"
686,3,0,male,21,Adult,"16,10"
687,3,1,female,22,Adult,"7,72"
688,3,0,female,20,Adult,"7,85"
689,3,0,male,29,Adult,"7,05"
690,3,0,male,22,Adult,"7,25"
691,3,0,male,22,Adult,"7,80"
692,3,0,male,35,Adult,"8,05"
693,3,0,female,"18,5",Adult,"7,28"
694,3,1,male,21,Adult,"7,82"
695,3,0,male,19,Adult,"6,75"
696,3,0,female,18,Adult,"7,88"
697,3,0,female,21,Adult,"8,66"
698,3,0,female,30,Adult,"8,66"
699,3,0,male,18,Adult,"8,66"
700,3,0,male,38,Adult,"8,66"
701,3,0,male,17,Adult,"8,66"
702,3,0,male,17,Adult,"8,66"
703,3,0,female,21,Adult,"7,75"
704,3,0,male,21,Adult,"7,75"
705,3,0,male,21,Adult,"8,05"
706,3,0,male,,Adult,"14,46"
707,3,0,female,,Adult,"14,46"
708,3,0,male,28,Adult,"7,80"
709,3,0,male,24,Adult,"7,85"
710,3,1,female,16,Adult,"7,75"
711,3,0,female,37,Adult,"7,75"
712,3,0,male,28,Adult,"7,25"
713,3,0,male,24,Adult,"8,05"
714,3,0,male,21,Adult,"7,73"
715,3,1,male,32,Adult,"56,50"
716,3,0,male,29,Adult,"8,05"
717,3,0,male,26,Adult,"14,45"
718,3,0,male,18,Adult,"14,45"
719,3,0,male,20,Adult,"7,05"
720,3,1,male,18,Adult,"8,05"
721,3,0,male,24,Adult,"7,25"
722,3,0,male,36,Adult,"7,50"
723,3,0,male,24,Adult,"7,50"
724,3,0,male,31,Adult,"7,73"
725,3,0,male,31,Adult,"7,75"
726,3,1,female,22,Adult,"7,75"
727,3,0,female,30,Adult,"7,63"
728,3,0,male,"70,5",Adult,"7,75"
729,3,0,male,43,Adult,"8,05"
730,3,0,male,35,Adult,"7,90"
731,3,0,male,27,Adult,"7,90"
732,3,0,male,19,Adult,"7,90"
733,3,0,male,30,Adult,"8,05"
734,3,1,male,9,Child,"15,90"
735,3,1,male,3,Child,"15,90"
736,3,1,female,36,Adult,"15,90"
737,3,0,male,59,Adult,"7,25"
738,3,0,male,19,Adult,"8,16"
739,3,1,female,17,Adult,"16,10"
740,3,0,male,44,Adult,"16,10"
741,3,0,male,17,Adult,"8,66"
742,3,0,male,"22,5",Adult,"7,22"
743,3,1,male,45,Adult,"8,05"
744,3,0,female,22,Adult,"10,52"
745,3,0,male,19,Adult,"10,17"
746,3,1,female,30,Adult,"6,95"
747,3,1,male,29,Adult,"7,75"
748,3,0,male,"0,3333",Child,"14,40"
749,3,0,male,34,Adult,"14,40"
750,3,0,female,28,Adult,"14,40"
751,3,0,male,27,Adult,"7,90"
752,3,0,male,25,Adult,"7,90"
753,3,0,male,24,Adult,"24,15"
754,3,0,male,22,Adult,"8,05"
755,3,0,male,21,Adult,"24,15"
756,3,0,male,17,Adult,"8,05"
757,3,0,male,,Adult,"16,10"
758,3,1,female,,Adult,"16,10"
759,3,1,male,"36,5",Adult,"17,40"
760,3,1,female,36,Adult,"17,40"
761,3,1,male,30,Adult,"9,50"
762,3,0,male,16,Adult,"9,50"
763,3,1,male,1,Child,"20,58"
764,3,1,female,"0,1667",Child,"20,58"
765,3,0,male,26,Adult,"20,58"
766,3,1,female,33,Adult,"20,58"
767,3,0,male,25,Adult,"7,90"
768,3,0,male,,Adult,"7,90"
769,3,0,male,,Adult,"7,90"
770,3,0,male,22,Adult,"7,25"
771,3,0,male,36,Adult,"7,25"
772,3,1,female,19,Adult,"7,88"
773,3,0,male,17,Adult,"7,90"
774,3,0,male,42,Adult,"8,66"
775,3,0,male,43,Adult,"7,90"
776,3,0,male,,Adult,"7,23"
777,3,0,male,32,Adult,"7,75"
778,3,1,male,19,Adult,"8,05"
779,3,1,female,30,Adult,"12,48"
780,3,0,female,24,Adult,"7,75"
781,3,1,female,23,Adult,"8,05"
782,3,0,male,33,Adult,"7,90"
783,3,0,male,65,Adult,"7,75"
784,3,1,male,24,Adult,"7,55"
785,3,0,male,23,Adult,"13,90"
786,3,1,female,22,Adult,"13,90"
787,3,0,male,18,Adult,"7,78"
788,3,0,male,16,Adult,"7,78"
789,3,0,male,45,Adult,"6,98"
790,3,0,male,,Adult,"7,22"
791,3,0,male,39,Adult,"7,23"
792,3,0,male,17,Adult,"7,23"
793,3,0,male,15,Adult,"7,23"
794,3,0,male,47,Adult,"7,25"
795,3,1,female,5,Child,"12,48"
796,3,0,male,,Adult,"7,22"
797,3,0,male,"40,5",Adult,"15,10"
798,3,0,male,"40,5",Adult,"7,75"
799,3,1,male,,Adult,"7,05"
800,3,0,male,18,Adult,"7,80"
801,3,0,female,,Adult,"7,75"
802,3,0,male,,Adult,"7,75"
803,3,0,male,,Adult,"6,95"
804,3,0,male,26,Adult,"7,88"
805,3,0,male,,Adult,"7,75"
806,3,1,male,,Adult,"56,50"
807,3,0,female,21,Adult,"34,38"
808,3,0,female,9,Child,"34,38"
809,3,0,male,,Adult,"8,05"
810,3,0,male,18,Adult,"34,38"
811,3,0,male,16,Adult,"34,38"
812,3,0,female,48,Adult,"34,38"
813,3,0,male,,Adult,"7,75"
814,3,0,male,,Adult,"7,25"
815,3,0,male,25,Adult,"7,74"
816,3,0,male,,Adult,"14,50"
817,3,0,male,,Adult,"7,90"
818,3,0,male,22,Adult,"8,05"
819,3,1,female,16,Adult,"7,73"
820,3,1,female,,Adult,"7,75"
821,3,1,male,9,Child,"20,53"
822,3,0,male,33,Adult,"20,53"
823,3,0,male,41,Adult,"7,85"
824,3,1,female,31,Adult,"20,53"
825,3,0,male,38,Adult,"7,05"
826,3,0,male,9,Child,"46,90"
827,3,0,male,1,Child,"46,90"
828,3,0,male,11,Child,"46,90"
829,3,0,female,10,Child,"46,90"
830,3,0,female,16,Adult,"46,90"
831,3,0,male,14,Child,"46,90"
832,3,0,male,40,Adult,"46,90"
833,3,0,female,43,Adult,"46,90"
834,3,0,male,51,Adult,"8,05"
835,3,0,male,32,Adult,"8,36"
836,3,0,male,,Adult,"8,05"
837,3,0,male,20,Adult,"9,85"
838,3,0,male,37,Adult,"7,92"
839,3,0,male,28,Adult,"7,92"
840,3,0,male,19,Adult,"7,78"
841,3,0,female,24,Adult,"8,85"
842,3,0,female,17,Adult,"7,73"
843,3,0,male,,Adult,"19,97"
844,3,0,male,,Adult,"19,97"
845,3,0,male,28,Adult,"15,85"
846,3,1,female,24,Adult,"15,85"
847,3,0,male,20,Adult,"9,50"
848,3,0,male,"23,5",Adult,"7,23"
849,3,0,male,41,Adult,"14,11"
850,3,0,male,26,Adult,"7,85"
851,3,0,male,21,Adult,"7,85"
852,3,1,female,45,Adult,"14,11"
853,3,0,female,,Adult,"7,55"
854,3,0,male,25,Adult,"7,25"
855,3,0,male,,Adult,"6,86"
856,3,0,male,11,Child,"18,79"
857,3,1,female,,Adult,"7,75"
858,3,1,male,27,Adult,"6,98"
859,3,1,male,,Adult,"56,50"
860,3,0,female,18,Adult,"6,75"
861,3,1,female,26,Adult,"7,92"
862,3,0,female,23,Adult,"7,92"
863,3,1,female,22,Adult,"8,96"
864,3,0,male,28,Adult,"7,90"
865,3,0,female,28,Adult,"7,78"
866,3,0,female,,Adult,"7,75"
867,3,1,female,2,Child,"12,29"
868,3,1,female,22,Adult,"12,29"
869,3,0,male,43,Adult,"6,45"
870,3,0,male,28,Adult,"22,53"
871,3,1,female,27,Adult,"7,92"
872,3,0,male,,Adult,"7,75"
873,3,1,female,,Adult,"8,05"
874,3,0,male,42,Adult,"7,65"
875,3,1,male,,Adult,"7,89"
876,3,0,male,30,Adult,"7,23"
877,3,0,male,,Adult,"7,90"
878,3,0,female,27,Adult,"7,92"
879,3,0,female,25,Adult,"7,92"
880,3,0,male,,Adult,"7,90"
881,3,1,male,29,Adult,"7,90"
882,3,1,male,21,Adult,"7,80"
883,3,0,male,,Adult,"7,05"
884,3,0,male,20,Adult,"7,85"
885,3,0,male,48,Adult,"7,85"
886,3,0,male,17,Adult,"7,05"
887,3,1,female,,Adult,"7,75"
888,3,1,male,,Adult,"8,11"
889,3,0,male,34,Adult,"6,50"
890,3,1,male,26,Adult,"7,78"
891,3,0,male,22,Adult,"7,80"
892,3,0,male,33,Adult,"8,65"
893,3,0,male,31,Adult,"7,78"
894,3,0,male,29,Adult,"7,85"
895,3,1,male,4,Child,"11,13"
896,3,1,female,1,Child,"11,13"
897,3,0,male,49,Adult,"0,00"
898,3,0,male,33,Adult,"7,78"
899,3,0,male,19,Adult,"0,00"
900,3,1,female,27,Adult,"11,13"
901,3,0,male,,Adult,"23,45"
902,3,0,female,,Adult,"23,45"
903,3,0,male,,Adult,"23,45"
904,3,0,female,,Adult,"23,45"
905,3,0,male,23,Adult,"7,90"
906,3,1,male,32,Adult,"7,85"
907,3,0,male,27,Adult,"7,85"
908,3,0,female,20,Adult,"9,83"
909,3,0,female,21,Adult,"9,83"
910,3,1,male,32,Adult,"7,92"
911,3,0,male,17,Adult,"7,12"
912,3,0,male,21,Adult,"8,43"
913,3,0,male,30,Adult,"7,90"
914,3,1,male,21,Adult,"7,80"
915,3,0,male,33,Adult,"7,85"
916,3,0,male,22,Adult,"7,52"
917,3,1,female,4,Child,"13,42"
918,3,1,male,39,Adult,"13,42"
919,3,0,male,,Adult,"7,23"
920,3,0,male,"18,5",Adult,"7,23"
921,3,0,male,,Adult,"7,75"
922,3,0,male,,Adult,"7,25"
923,3,1,female,,Adult,"7,75"
924,3,1,female,,Adult,"7,75"
925,3,0,male,"34,5",Adult,"7,83"
926,3,0,male,44,Adult,"8,05"
927,3,1,male,,Adult,"7,75"
928,3,0,male,,Adult,"14,45"
929,3,0,female,,Adult,"14,45"
930,3,0,male,,Adult,"7,75"
931,3,0,male,,Adult,"7,75"
932,3,0,male,,Adult,"7,74"
933,3,0,female,22,Adult,"8,66"
934,3,0,male,26,Adult,"8,66"
935,3,1,female,4,Child,"22,03"
936,3,1,male,29,Adult,"22,03"
937,3,1,female,26,Adult,"22,03"
938,3,0,female,1,Child,"12,18"
939,3,0,male,18,Adult,"7,85"
940,3,0,female,36,Adult,"12,18"
941,3,0,male,,Adult,"7,90"
942,3,1,male,25,Adult,"7,23"
943,3,0,male,,Adult,"7,22"
944,3,0,female,37,Adult,"9,59"
945,3,0,male,,Adult,"7,90"
946,3,1,male,,Adult,"56,50"
947,3,0,male,,Adult,"56,50"
948,3,1,female,22,Adult,"7,25"
949,3,0,male,,Adult,"7,75"
950,3,1,male,26,Adult,"56,50"
951,3,0,male,29,Adult,"9,48"
952,3,0,male,29,Adult,"7,78"
953,3,0,male,22,Adult,"7,78"
954,3,1,male,22,Adult,"7,22"
955,3,0,male,,Adult,"25,47"
956,3,0,female,,Adult,"25,47"
957,3,0,female,,Adult,"25,47"
958,3,0,female,,Adult,"25,47"
959,3,0,female,,Adult,"25,47"
960,3,0,male,32,Adult,"7,92"
961,3,0,male,"34,5",Adult,"6,44"
962,3,0,female,,Adult,"15,50"
963,3,0,male,,Adult,"15,50"
964,3,0,male,36,Adult,"0,00"
965,3,0,male,39,Adult,"24,15"
966,3,0,male,24,Adult,"9,50"
967,3,0,female,25,Adult,"7,78"
968,3,0,female,45,Adult,"7,75"
969,3,0,male,36,Adult,"15,55"
970,3,0,female,30,Adult,"15,55"
971,3,1,male,20,Adult,"7,92"
972,3,0,male,,Adult,"7,88"
973,3,0,male,28,Adult,"56,50"
974,3,0,male,,Adult,"7,55"
975,3,0,male,30,Adult,"16,10"
976,3,0,female,26,Adult,"16,10"
977,3,0,male,,Adult,"7,88"
978,3,0,male,"20,5",Adult,"7,25"
979,3,1,male,27,Adult,"8,66"
980,3,0,male,51,Adult,"7,05"
981,3,1,female,23,Adult,"7,85"
982,3,1,male,32,Adult,"7,58"
983,3,0,male,,Adult,"7,90"
984,3,0,male,,Adult,"7,55"
985,3,1,female,,Adult,"7,75"
986,3,1,male,24,Adult,"7,14"
987,3,0,male,22,Adult,"7,12"
988,3,0,female,,Adult,"7,88"
989,3,0,male,,Adult,"7,75"
990,3,0,male,,Adult,"8,05"
991,3,0,male,29,Adult,"7,92"
992,3,1,male,,Adult,"7,23"
993,3,0,female,"30,5",Adult,"7,75"
994,3,1,female,,Adult,"7,74"
995,3,0,male,,Adult,"7,23"
996,3,0,male,35,Adult,"7,90"
997,3,0,male,33,Adult,"7,90"
998,3,1,female,,Adult,"7,22"
999,3,0,male,,Adult,"7,90"
1000,3,1,female,,Adult,"7,75"
1001,3,1,male,,Adult,"7,75"
1002,3,1,female,,Adult,"23,25"
1003,3,1,female,,Adult,"23,25"
1004,3,1,male,,Adult,"23,25"
1005,3,1,female,,Adult,"7,79"
1006,3,0,male,,Adult,"15,50"
1007,3,1,female,,Adult,"7,88"
1008,3,1,female,15,Adult,"8,03"
1009,3,0,female,35,Adult,"7,75"
1010,3,0,male,,Adult,"7,75"
1011,3,0,male,24,Adult,"16,10"
1012,3,0,female,19,Adult,"16,10"
1013,3,0,female,,Adult,"7,75"
1014,3,0,female,,Adult,"8,05"
1015,3,0,female,,Adult,"8,05"
1016,3,0,male,"55,5",Adult,"8,05"
1017,3,0,male,,Adult,"7,75"
1018,3,1,male,21,Adult,"7,78"
1019,3,0,male,,Adult,"8,05"
1020,3,0,male,24,Adult,"7,90"
1021,3,0,male,21,Adult,"7,90"
1022,3,0,male,28,Adult,"7,90"
1023,3,0,male,,Adult,"7,90"
1024,3,1,female,,Adult,"7,88"
1025,3,0,male,25,Adult,"7,65"
1026,3,1,male,6,Child,"12,48"
1027,3,1,female,27,Adult,"12,48"
1028,3,0,male,,Adult,"8,05"
1029,3,1,female,,Adult,"24,15"
1030,3,0,male,,Adult,"24,15"
1031,3,0,male,,Adult,"8,46"
1032,3,0,male,34,Adult,"8,05"
1033,3,0,male,,Adult,"7,75"
1034,3,1,male,,Adult,"7,78"
1035,3,1,male,,Adult,"15,25"
1036,3,1,male,,Adult,"15,25"
1037,3,1,female,,Adult,"15,25"
1038,3,1,female,,Adult,"7,23"
1039,3,0,male,,Adult,"8,05"
1040,3,1,female,,Adult,"7,73"
1041,3,1,female,24,Adult,"7,75"
1042,3,0,male,,Adult,"8,05"
1043,3,1,female,,Adult,"15,50"
1044,3,1,female,,Adult,"15,50"
1045,3,1,female,,Adult,"15,50"
1046,3,0,male,18,Adult,"7,75"
1047,3,0,male,22,Adult,"7,90"
1048,3,1,female,15,Adult,"7,22"
1049,3,1,female,1,Child,"15,74"
1050,3,1,male,20,Adult,"15,74"
1051,3,1,female,19,Adult,"15,74"
1052,3,0,male,33,Adult,"8,05"
1053,3,0,male,,Adult,"7,90"
1054,3,0,male,,Adult,"7,23"
1055,3,0,female,,Adult,"7,75"
1056,3,0,male,,Adult,"7,90"
1057,3,1,male,12,Child,"11,24"
1058,3,1,female,14,Child,"11,24"
1059,3,0,female,29,Adult,"7,92"
1060,3,0,male,28,Adult,"8,05"
1061,3,1,female,18,Adult,"7,78"
1062,3,1,female,26,Adult,"7,85"
1063,3,0,male,21,Adult,"7,85"
1064,3,0,male,41,Adult,"7,12"
1065,3,1,male,39,Adult,"7,92"
1066,3,0,male,21,Adult,"7,80"
1067,3,0,male,"28,5",Adult,"7,23"
1068,3,1,female,22,Adult,"7,75"
1069,3,0,male,61,Adult,"6,24"
1070,3,0,male,,Adult,"15,50"
1071,3,0,male,,Adult,"7,83"
1072,3,1,female,,Adult,"15,50"
1073,3,0,male,,Adult,"7,73"
1074,3,0,male,,Adult,"7,75"
1075,3,0,male,,Adult,"7,75"
1076,3,0,male,23,Adult,"9,23"
1077,3,0,female,,Adult,"7,75"
1078,3,1,female,,Adult,"7,75"
1079,3,1,female,,Adult,"7,88"
1080,3,1,female,22,Adult,"7,78"
1081,3,1,male,,Adult,"7,75"
1082,3,1,female,,Adult,"7,83"
1083,3,1,male,9,Child,"3,17"
1084,3,0,male,28,Adult,"22,53"
1085,3,0,male,42,Adult,"8,40"
1086,3,0,male,,Adult,"7,31"
1087,3,0,female,31,Adult,"7,85"
1088,3,0,male,28,Adult,"7,85"
1089,3,1,male,32,Adult,"7,78"
1090,3,0,male,20,Adult,"9,23"
1091,3,0,female,23,Adult,"8,66"
1092,3,0,female,20,Adult,"8,66"
1093,3,0,male,20,Adult,"8,66"
1094,3,0,male,16,Adult,"9,22"
1095,3,1,female,31,Adult,"8,68"
1096,3,0,female,,Adult,"7,63"
1097,3,0,male,2,Child,"21,08"
1098,3,0,male,6,Child,"21,08"
1099,3,0,female,3,Child,"21,08"
1100,3,0,female,8,Child,"21,08"
1101,3,0,female,29,Adult,"21,08"
1102,3,0,male,1,Child,"39,69"
1103,3,0,male,7,Child,"39,69"
1104,3,0,male,2,Child,"39,69"
1105,3,0,male,16,Adult,"39,69"
1106,3,0,male,14,Child,"39,69"
1107,3,0,female,41,Adult,"39,69"
1108,3,0,male,21,Adult,"8,66"
1109,3,0,male,19,Adult,"14,50"
1110,3,0,male,,Adult,"8,71"
1111,3,0,male,32,Adult,"7,90"
1112,3,0,male,"0,75",Child,"13,78"
1113,3,0,female,3,Child,"13,78"
1114,3,0,female,26,Adult,"13,78"
1115,3,0,male,,Adult,"7,00"
1116,3,0,male,,Adult,"7,78"
1117,3,0,male,,Adult,"8,05"
1118,3,0,male,21,Adult,"7,92"
1119,3,0,male,25,Adult,"7,92"
1120,3,0,male,22,Adult,"7,25"
1121,3,1,male,25,Adult,"7,78"
1122,3,1,male,,Adult,"22,36"
1123,3,1,female,,Adult,"22,36"
1124,3,1,female,,Adult,"22,36"
1125,3,0,female,,Adult,"8,14"
1126,3,0,male,24,Adult,"8,05"
1127,3,0,female,28,Adult,"7,90"
1128,3,0,male,19,Adult,"7,90"
1129,3,0,male,,Adult,"7,90"
1130,3,0,male,25,Adult,"7,78"
1131,3,0,female,18,Adult,"7,78"
1132,3,1,male,32,Adult,"8,05"
1133,3,0,male,,Adult,"7,90"
1134,3,0,male,17,Adult,"8,66"
1135,3,0,male,24,Adult,"8,66"
1136,3,0,male,,Adult,"7,90"
1137,3,0,female,,Adult,"8,11"
1138,3,0,male,,Adult,"7,23"
1139,3,0,male,,Adult,"7,25"
1140,3,0,male,38,Adult,"7,90"
1141,3,0,male,21,Adult,"8,05"
1142,3,0,male,10,Child,"29,13"
1143,3,0,male,4,Child,"29,13"
1144,3,0,male,7,Child,"29,13"
1145,3,0,male,2,Child,"29,13"
1146,3,0,male,8,Child,"29,13"
1147,3,0,female,39,Adult,"29,13"
1148,3,0,female,22,Adult,"39,69"
1149,3,0,male,35,Adult,"7,12"
1150,3,1,female,,Adult,"7,72"
1151,3,0,male,,Adult,"14,50"
1152,3,0,female,,Adult,"14,50"
1153,3,0,male,50,Adult,"14,50"
1154,3,0,female,47,Adult,"14,50"
1155,3,0,male,,Adult,"8,05"
1156,3,0,male,,Adult,"7,78"
1157,3,0,female,2,Child,"20,21"
1158,3,0,male,18,Adult,"20,21"
1159,3,0,female,41,Adult,"20,21"
1160,3,1,female,,Adult,"8,05"
1161,3,0,male,50,Adult,"8,05"
1162,3,0,male,16,Adult,"8,05"
1163,3,1,male,,Adult,"7,75"
1164,3,0,male,,Adult,"24,15"
1165,3,0,male,,Adult,"7,23"
1166,3,0,male,25,Adult,"7,22"
1167,3,0,male,,Adult,"7,22"
1168,3,0,male,,Adult,"7,73"
1169,3,0,male,,Adult,"7,58"
1170,3,0,male,"38,5",Adult,"7,25"
1171,3,0,male,,Adult,"69,55"
1172,3,0,male,"14,5",Child,"69,55"
1173,3,0,female,,Adult,"69,55"
1174,3,0,female,,Adult,"69,55"
1175,3,0,female,,Adult,"69,55"
1176,3,0,female,,Adult,"69,55"
1177,3,0,male,,Adult,"69,55"
1178,3,0,male,,Adult,"69,55"
1179,3,0,male,,Adult,"69,55"
1180,3,0,male,,Adult,"69,55"
1181,3,0,female,,Adult,"69,55"
1182,3,0,male,24,Adult,"9,33"
1183,3,1,female,21,Adult,"7,65"
1184,3,0,male,39,Adult,"7,92"
1185,3,0,male,,Adult,"21,68"
1186,3,0,male,,Adult,"21,68"
1187,3,0,male,,Adult,"21,68"
1188,3,1,female,1,Child,"16,70"
1189,3,1,female,24,Adult,"16,70"
1190,3,1,female,4,Child,"16,70"
1191,3,1,male,25,Adult,"9,50"
1192,3,0,male,20,Adult,"8,05"
1193,3,0,male,"24,5",Adult,"8,05"
1194,3,0,male,,Adult,"7,72"
1195,3,0,male,,Adult,"7,90"
1196,3,0,male,,Adult,"7,75"
1197,3,1,male,29,Adult,"9,50"
1198,3,0,male,,Adult,"15,10"
1199,3,1,female,,Adult,"7,78"
1200,3,0,male,,Adult,"8,05"
1201,3,0,male,,Adult,"8,05"
1202,3,0,male,22,Adult,"7,23"
1203,3,0,male,,Adult,"8,05"
1204,3,0,male,40,Adult,"7,90"
1205,3,0,male,21,Adult,"7,92"
1206,3,1,female,18,Adult,"7,50"
1207,3,0,male,4,Child,"27,90"
1208,3,0,male,10,Child,"27,90"
1209,3,0,female,9,Child,"27,90"
1210,3,0,female,2,Child,"27,90"
1211,3,0,male,40,Adult,"27,90"
1212,3,0,female,45,Adult,"27,90"
1213,3,0,male,,Adult,"7,90"
1214,3,0,male,,Adult,"8,05"
1215,3,0,male,,Adult,"8,66"
1216,3,0,male,,Adult,"7,75"
1217,3,1,female,,Adult,"7,73"
1218,3,0,male,19,Adult,"7,65"
1219,3,0,male,30,Adult,"8,05"
1220,3,0,male,,Adult,"8,05"
1221,3,0,male,32,Adult,"8,05"
1222,3,0,male,,Adult,"7,90"
1223,3,0,male,33,Adult,"8,66"
1224,3,1,female,23,Adult,"7,55"
1225,3,0,male,21,Adult,"8,05"
1226,3,0,male,"60,5",Adult,
1227,3,0,male,19,Adult,"7,90"
1228,3,0,female,22,Adult,"9,84"
1229,3,1,male,31,Adult,"7,92"
1230,3,0,male,27,Adult,"8,66"
1231,3,0,female,2,Child,"10,46"
1232,3,0,female,29,Adult,"10,46"
1233,3,1,male,16,Adult,"8,05"
1234,3,1,male,44,Adult,"7,92"
1235,3,0,male,25,Adult,"7,05"
1236,3,0,male,74,Adult,"7,78"
1237,3,1,male,14,Child,"9,23"
1238,3,0,male,24,Adult,"7,80"
1239,3,1,male,25,Adult,"7,80"
1240,3,0,male,34,Adult,"8,05"
1241,3,1,male,"0,4167",Child,"8,52"
1242,3,0,male,,Adult,"6,44"
1243,3,0,male,,Adult,"6,44"
1244,3,0,male,,Adult,"7,22"
1245,3,1,female,16,Adult,"8,52"
1246,3,0,male,,Adult,"8,05"
1247,3,0,male,,Adult,"16,10"
1248,3,1,female,,Adult,"16,10"
1249,3,0,male,32,Adult,"7,92"
1250,3,0,male,,Adult,"7,75"
1251,3,0,male,,Adult,"7,90"
1252,3,0,male,"30,5",Adult,"8,05"
1253,3,0,male,44,Adult,"8,05"
1254,3,0,male,,Adult,"7,23"
1255,3,1,male,25,Adult,"0,00"
1256,3,0,male,,Adult,"7,23"
1257,3,1,male,7,Child,"15,25"
1258,3,1,female,9,Child,"15,25"
1259,3,1,female,29,Adult,"15,25"
1260,3,0,male,36,Adult,"7,90"
1261,3,1,female,18,Adult,"9,84"
1262,3,1,female,63,Adult,"9,59"
1263,3,0,male,,Adult,"14,50"
1264,3,0,male,"11,5",Child,"14,50"
1265,3,0,male,"40,5",Adult,"14,50"
1266,3,0,female,10,Child,"24,15"
1267,3,0,male,36,Adult,"24,15"
1268,3,0,female,30,Adult,"24,15"
1269,3,0,male,,Adult,"9,50"
1270,3,0,male,33,Adult,"9,50"
1271,3,0,male,28,Adult,"9,50"
1272,3,0,male,28,Adult,"9,50"
1273,3,0,male,47,Adult,"9,00"
1274,3,0,female,18,Adult,"18,00"
1275,3,0,male,31,Adult,"18,00"
1276,3,0,male,16,Adult,"18,00"
1277,3,0,female,31,Adult,"18,00"
1278,3,1,male,22,Adult,"7,22"
1279,3,0,male,20,Adult,"7,85"
1280,3,0,female,14,Child,"7,85"
1281,3,0,male,22,Adult,"7,90"
1282,3,0,male,22,Adult,"9,00"
1283,3,0,male,,Adult,"8,05"
1284,3,0,male,,Adult,"7,55"
1285,3,0,male,,Adult,"8,05"
1286,3,0,male,"32,5",Adult,"9,50"
1287,3,1,female,38,Adult,"7,23"
1288,3,0,male,51,Adult,"7,75"
1289,3,0,male,18,Adult,"6,50"
1290,3,0,male,21,Adult,"6,50"
1291,3,1,female,47,Adult,"7,00"
1292,3,0,male,,Adult,"8,71"
1293,3,0,male,,Adult,"7,55"
1294,3,0,male,,Adult,"8,05"
1295,3,0,male,"28,5",Adult,"16,10"
1296,3,0,male,21,Adult,"7,25"
1297,3,0,male,27,Adult,"8,66"
1298,3,0,male,,Adult,"7,25"
1299,3,0,male,36,Adult,"9,50"
1300,3,0,male,27,Adult,"14,45"
1301,3,1,female,15,Adult,"14,45"
1302,3,0,male,"45,5",Adult,"7,22"
1303,3,0,male,,Adult,"7,22"
1304,3,0,male,,Adult,"14,46"
1305,3,0,female,"14,5",Child,"14,45"
1306,3,0,female,,Adult,"14,45"
1307,3,0,male,"26,5",Adult,"7,22"
1308,3,0,male,27,Adult,"7,22"
1309,3,0,male,29,Adult,"7,88"
